,Code,name,ownership,sponsor,composition,nature,enrolment2007,nTeachers,pupil2TeacherRatio,District,Division,Location,Sublocation,Costituency,Province,coordinates,lat,lon,county
6087,A8010149,BISHOP ATUNDO SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,167,10,16.7,BUNGOMA,TONGAREN,TOWNSHIP,TONGAREN,KIMILILI,WESTERN,"(0.76282200000, 34.94580800000)",0.762822,34.945808,Bungoma
6088,M8010165,ST. PETERS NAKALIRA SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,494,21,23.523809523809526,BUNGOMA,KIMILILI,KAMUKUYWA,NABIKOTO,KIMILILI,WESTERN,"(0.76383300000, 34.80291200000)",0.763833,34.802912,Bungoma
6089,J8010206,MAKHONGE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,83,9,9.222222222222221,BUNGOMA,CHWELE,MUKUYUNI,MUKUYUNI,SIRISIA,WESTERN,"(0.76506000000, 34.57695000000)",0.76506,34.57695,Bungoma
6090,M8010352,NAMWELA SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,452,22,20.545454545454547,BUNGOMA,SIRISIA,NAMWELA,CENTRAL NAMWELA,SIRISIA,WESTERN,"(0.76517900000, 34.54805400000)",0.765179,34.548054,Bungoma
6091,M8010351,CHWELE GIRLS HIGH SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,609,32,19.03125,BUNGOMA,SIRISIA,NAMWELA,CENTRAL NAMWELA,SIRISIA,WESTERN,"(0.76519900000, 34.54681400000)",0.765199,34.546814,Bungoma
6092,A8010319,NABINGENGE FRIENDS SEC,PUBLIC,COMMUNITY,MIXED,DAY,32,5,6.4,BUNGOMA,TONGAREN,NAITIRI,MILIMANI,KIMILILI,WESTERN,"(0.76734100000, 34.87024100000)",0.767341,34.870241,Bungoma
6093,M8010009,KIMILILI GIRL'S SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,GIRLS ONLY,DAY,98,11,8.909090909090908,BUNGOMA,KIMILILI,KIBINGEI,KIBINGEI,KIMILILI,WESTERN,"(0.76778200000, 34.68089100000)",0.767782,34.680891,Bungoma
6094,E7160870,KALYET SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,229,16,14.3125,UASIN GISHU,MOIBEN,MOIBEN,TOLOITA,ELDORET EAST,RIFT VALLEY,"(0.76901500000, 35.29727500000)",0.769015,35.297275,Uasin Gishu
6095,T7010035,AIC CHURO GIRLS SEC,PRIVATE,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,47,16,2.9375,BARINGO,TANGULBEI,CHURO,CHURO,BARINGO EAST,RIFT VALLEY,"(0.76928200000, 36.40435800000)",0.769282,36.404358,Baringo
6096,A8010141,RCEA NAMUNYIRI GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,178,13,13.692307692307692,BUNGOMA,TONGAREN,TONGAREN,SOYSAMBU,KIMILILI,WESTERN,"(0.76964400000, 34.99816100000)",0.769644,34.998161,Bungoma
6097,E7160873,PRILIMO ACADEMY SEC SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY,11,4,2.75,UASIN GISHU,MOIBEN,MOIBEN,TOLOITA,ELDORET EAST,RIFT VALLEY,"(0.76965700000, 35.29627400000)",0.769657,35.296274,Uasin Gishu
6098,G7030017,ST FRANCIS KIMURON SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,231,13,17.76923076923077,KEIYO,KAMARINY,KAPCHEMUTWA,KAPKATUI,KEIYO NORTH,RIFT VALLEY,"(0.77011000000, 35.52647000000)",0.77011,35.52647,Keiyo-Marakwet
6099,A8010307,MUKUYUNI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,169,11,15.363636363636363,BUNGOMA,TONGAREN,NAITIRI,MILIMANI,KIMILILI,WESTERN,"(0.77075500000, 34.83158200000)",0.770755,34.831582,Bungoma
6100,M8010097,SIKHENDU MIXED SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,118,9,13.11111111111111,BUNGOMA,KIMILILI,MAENI,SIKHENDU,KIMILILI,WESTERN,"(0.77110500000, 34.75948700000)",0.771105,34.759487,Bungoma
6101,M8010172,KAMUKUYWA FRIENDS SECONDARY SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,119,12,9.916666666666666,BUNGOMA,KIMILILI,KAMUKUYWA,NABIKOTO,KIMILILI,WESTERN,"(0.77119300000, 34.78741700000)",0.771193,34.787417,Bungoma
6102,M8010282,NAMANG'OFULO SECONDARY,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,349,14,24.928571428571427,BUNGOMA,SIRISIA,SIRISIA,NORTH KULISIRU,SIRISIA,WESTERN,"(0.77154000000, 34.47290000000)",0.77154,34.4729,Bungoma
6103,B8050219,ST BENEDICT LUGULU DAY SEC,PUBLIC,COMMUNITY,MIXED,DAY,6,4,1.5,LUGARI,LIKUYANI,KONGONI,MAWETATU,LUGARI,WESTERN,"(0.77164000000, 35.07762000000)",0.77164,35.07762,Kakamega
6104,A8010081,ST PAULS SEC NARATI,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,201,15,13.4,BUNGOMA,TONGAREN,TONGAREN,SOYSAMBU,KIMILILI,WESTERN,"(0.77344100000, 35.05133500000)",0.773441,35.051335,Bungoma
6105,E7160880,TOLOITA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,49,7,7.0,UASIN GISHU,MOIBEN,MOIBEN,TOLOITA,ELDORET EAST,RIFT VALLEY,"(0.77634300000, 35.33654400000)",0.776343,35.336544,Uasin Gishu
6106,B8050223,ST AUGUSTINE SOYSAMBU SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,204,13,15.692307692307692,LUGARI,LIKUYANI,KONGONI,MAWETATU,LUGARI,WESTERN,"(0.77675000000, 35.10383000000)",0.77675,35.10383,Kakamega
6107,J8010164,KUYWA GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY,130,11,11.818181818181818,BUNGOMA,CHWELE,CHWELE,KUYWA,WEBUYE,WESTERN,"(0.77711000000, 34.64089000000)",0.77711,34.64089,Bungoma
6108,T7010034,AIC CHURO BOYS SEC,PRIVATE,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,99,16,6.1875,BARINGO,TANGULBEI,CHURO,CHURO,BARINGO EAST,RIFT VALLEY,"(0.77965400000, 36.41048900000)",0.779654,36.410489,Baringo
6109,A8010261,LUNGAI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,184,13,14.153846153846153,BUNGOMA,TONGAREN,NAITIRI,NAITIRI,KIMILILI,WESTERN,"(0.77966600000, 34.90212800000)",0.779666,34.902128,Bungoma
6110,M8010249,KABKARA SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,277,13,21.307692307692307,BUNGOMA,MALAKISI,NAMUBILA,WAMONO,SIRISIA,WESTERN,"(0.78032000000, 34.42737000000)",0.78032,34.42737,Bungoma
6111,A8010303,BILIBILI FRIENDS SEC,PUBLIC,COMMUNITY,MIXED,DAY,40,5,8.0,BUNGOMA,TONGAREN,NAITIRI,MILIMANI,KIMILILI,WESTERN,"(0.78125000000, 34.80783800000)",0.78125,34.807838,Bungoma
6113,A8010098,BISHOP PHILLIP ANYOLO SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,601,27,22.25925925925926,BUNGOMA,TONGAREN,TONGAREN,TONGAREN,KIMILILI,WESTERN,"(0.78400000000, 34.97827100000)",0.784,34.978271,Bungoma
6114,J8010201,LUKHOME SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,84,8,10.5,BUNGOMA,CHWELE,MUKUYUNI,MUKUYUNI,SIRISIA,WESTERN,"(0.78479000000, 34.60021000000)",0.78479,34.60021,Bungoma
6115,G7030360,KABULWO SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,85,8,10.625,KEIYO,TAMBACH,KEU,KOBULWO,KEIYO NORTH,RIFT VALLEY,"(0.78547000000, 35.59092000000)",0.78547,35.59092,Keiyo-Marakwet
6116,A8010073,MITUA GIRLS SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY,79,10,7.9,BUNGOMA,TONGAREN,NDALU,MITUA,KIMILILI,WESTERN,"(0.78609200000, 35.04390500000)",0.786092,35.043905,Bungoma
6117,B8050379,FRIENDS SEC SCH KONGONI,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,209,14,14.928571428571429,LUGARI,LIKUYANI,KONGONI,KONGONI,LUGARI,WESTERN,"(0.78653000000, 35.13104000000)",0.78653,35.13104,Kakamega
6118,J8010159,FRIENDS KIMALEWA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,330,13,25.384615384615383,BUNGOMA,CHWELE,CHWELE,KUYWA,WEBUYE,WESTERN,"(0.78780000000, 34.64066000000)",0.7878,34.64066,Bungoma
6119,M8010118,ST. THERESA'S GIRLS KIMILILI,PUBLIC,CENTRAL GOVERNMENT/DEB,GIRLS ONLY,DAY AND BOARDING,181,15,12.066666666666666,BUNGOMA,KIMILILI,KIMILILI,KIMILILI RURAL,KIMILILI,WESTERN,"(0.78787800000, 34.71114000000)",0.787878,34.71114,Bungoma
6120,M8010342,KIKAI FRIENDS SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,233,12,19.416666666666668,BUNGOMA,SIRISIA,NAMWELA,MENU,SIRISIA,WESTERN,"(0.78794000000, 34.56606500000)",0.78794,34.566065,Bungoma
6121,M8010332,KAPTANAI SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,81,8,10.125,BUNGOMA,SIRISIA,NAMWELA,MENU,SIRISIA,WESTERN,"(0.78809900000, 34.53772700000)",0.788099,34.537727,Bungoma
6122,M8010113,KIMILILI BOYS HIGH SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,BOARDING,829,47,17.638297872340427,BUNGOMA,KIMILILI,KIMILILI,KIMILILI RURAL,KIMILILI,WESTERN,"(0.78890300000, 34.71210500000)",0.788903,34.712105,Bungoma
6123,M8010341,BINYENYA GIRLS SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,24,4,6.0,BUNGOMA,SIRISIA,NAMWELA,CENTRAL NAMWELA,SIRISIA,WESTERN,"(0.79124900000, 34.55779700000)",0.791249,34.557797,Bungoma
6124,M8010023,GALAXY GROUP OF SECONDARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY,36,3,12.0,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,KIMILILI,WESTERN,"(0.79176700000, 34.66141900000)",0.791767,34.661419,Bungoma
6125,M8010231,LWANDANYI SECONDARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,111,10,11.1,BUNGOMA,MALAKISI,LWANDANYI,MAYEKWE,SIRISIA,WESTERN,"(0.79208100000, 34.41338400000)",0.792081,34.413384,Bungoma
6126,U8030046,KIM GIRLS HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY AND BOARDING,61,10,6.1,MT ELGON,CHEPTAIS,SASURI,TOROSO,MT ELGON,WESTERN,"(0.79435400000, 34.48362000000)",0.794354,34.48362,Bungoma
6127,M8010162,ST. MARY'S SOSIO SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,397,24,16.541666666666668,BUNGOMA,KIMILILI,KAMUKUYWA,NABIKOTO,KIMILILI,WESTERN,"(0.79442700000, 34.78819800000)",0.794427,34.788198,Bungoma
6128,G7030332,KAPTUM SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,148,8,18.5,KEIYO,TAMBACH,KOKWAO,KAPTUM,KEIYO NORTH,RIFT VALLEY,"(0.79469000000, 35.54980000000)",0.79469,35.5498,Keiyo-Marakwet
6130,M8010047,FRIENDS SCHOOL KAMUSINGA,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,BOARDING,966,62,15.580645161290322,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,KIMILILI,WESTERN,"(0.79649800000, 34.70568700000)",0.796498,34.705687,Bungoma
6131,A8010293,MALIKI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,340,28,12.142857142857142,BUNGOMA,TONGAREN,NAITIRI,MILIMANI,KIMILILI,WESTERN,"(0.79687400000, 34.83926400000)",0.796874,34.839264,Bungoma
6132,M8010104,MAENI GIRLS SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY AND BOARDING,122,14,8.714285714285714,BUNGOMA,KIMILILI,MAENI,SIKHENDU,KIMILILI,WESTERN,"(0.79744500000, 34.74051500000)",0.797445,34.740515,Bungoma
6134,U8030033,ST. THOMAS CHESIKAKI  RC SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,250,12,20.833333333333332,MT ELGON,CHEPTAIS,CHESIKAK,CHESIKAKI,MT ELGON,WESTERN,"(0.80224800000, 34.51676900000)",0.802248,34.516769,Bungoma
6135,M8010026,FRIENDS SCHOOL CHBUKWABI,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,44,4,11.0,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,KIMILILI,WESTERN,"(0.80231200000, 34.65910700000)",0.802312,34.659107,Bungoma
6136,M8010045,MOI GIRLS KAMUSINGA,PUBLIC,CENTRAL GOVERNMENT/DEB,GIRLS ONLY,BOARDING,745,46,16.195652173913043,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,KIMILILI,WESTERN,"(0.80282200000, 34.70819000000)",0.802822,34.70819,Bungoma
6138,U8030036,MULATIWA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,72,9,8.0,MT ELGON,CHEPTAIS,CHESIKAK,CHEMONDI,MT ELGON,WESTERN,"(0.80659500000, 34.50505200000)",0.806595,34.505052,Bungoma
6139,M8010031,ST. EMMANUEL'S MIRURI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,289,12,24.083333333333332,BUNGOMA,KIMILILI,KIBINGEI,CHEBUKWABI,KIMILILI,WESTERN,"(0.80719900000, 34.66350000000)",0.807199,34.6635,Bungoma
6140,E7161877,MARAREN SEC SCH,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY,51,6,8.5,UASIN GISHU,SOY,KIPSOMBA,KAPSANG,ELDORET NORTH,RIFT VALLEY,"(0.80770200000, 35.25765400000)",0.807702,35.257654,Uasin Gishu
6141,A8010167,LUKHUNA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,384,23,16.695652173913043,BUNGOMA,TONGAREN,TONGAREN,TONGAREN,KIMILILI,WESTERN,"(0.80782900000, 34.93968600000)",0.807829,34.939686,Bungoma
6143,U8030043,TOROSO HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,270,20,13.5,MT ELGON,CHEPTAIS,SASURI,TOROSO,MT ELGON,WESTERN,"(0.80932400000, 34.48784300000)",0.809324,34.487843,Bungoma
6144,N8030052,KAPTOLA FYM SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,363,15,24.2,MT ELGON,KAPSOKWONY,NOMORIO,NOMORIO,MT ELGON,WESTERN,"(0.80963900000, 34.69032200000)",0.809639,34.690322,Bungoma
6145,E7161821,MOBETT SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,11,3,3.6666666666666665,UASIN GISHU,SOY,KIPSOMBA,KIPSOMBA,ELDORET NORTH,RIFT VALLEY,"(0.80972200000, 35.14953300000)",0.809722,35.149533,Uasin Gishu
6146,A8010277,MILIMA FRIENDS SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,200,12,16.666666666666668,BUNGOMA,TONGAREN,NAITIRI,MILIMANI,KIMILILI,WESTERN,"(0.80997700000, 34.86791500000)",0.809977,34.867915,Bungoma
6148,E7161831,CHEPLELAIBEI NORTH SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,53,5,10.6,UASIN GISHU,SOY,KIPSOMBA,KIPSOMBA,ELDORET NORTH,RIFT VALLEY,"(0.81502900000, 35.20866400000)",0.815029,35.208664,Uasin Gishu
6149,A8010272,ST KIZITO DAY SEC,PUBLIC,COMMUNITY,MIXED,DAY,66,7,9.428571428571429,BUNGOMA,TONGAREN,NAITIRI,NAITIRI,KIMILILI,WESTERN,"(0.81513100000, 34.89540400000)",0.815131,34.895404,Bungoma
6151,A8010056,JAMES MWEI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,134,10,13.4,BUNGOMA,TONGAREN,NDALU,MITUA,KIMILILI,WESTERN,"(0.82090900000, 35.01768100000)",0.820909,35.017681,Bungoma
6152,E7162082,LOLKINYEI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,80,9,8.88888888888889,UASIN GISHU,SOY,KOISAGAT,LOLKINYEI,ELDORET NORTH,RIFT VALLEY,"(0.82168400000, 35.30515100000)",0.821684,35.305151,Uasin Gishu
6154,M8010123,KAMUSINDE SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,581,29,20.03448275862069,BUNGOMA,KIMILILI,MAENI,NASUSI,KIMILILI,WESTERN,"(0.82226100000, 34.75609900000)",0.822261,34.756099,Bungoma
6155,E7160955,MOIBEN SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,107,10,10.7,UASIN GISHU,MOIBEN,MOIBEN,MOIBEN,ELDORET EAST,RIFT VALLEY,"(0.82233600000, 35.37821400000)",0.822336,35.378214,Uasin Gishu
6156,B8050351,MATUNDA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,425,20,21.25,LUGARI,LIKUYANI,NZOIA,MATUNDA,LUGARI,WESTERN,"(0.82545000000, 35.12009000000)",0.82545,35.12009,Kakamega
6157,E7120050,BISHOP PHILIP PERILO SEC,PRIVATE,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,55,6,9.166666666666666,SAMBURU,LORROKI,SUGUTA MARMAR,SUGUTA MARMAR,SAMBURU WEST,RIFT VALLEY,"(0.82567400000, 36.69197400000)",0.825674,36.691974,Samburu
6158,U8030056,KIPSIS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,100,9,11.11111111111111,MT ELGON,CHEPTAIS,CHEPTAIS,NGACHI,MT ELGON,WESTERN,"(0.82682000000, 34.46760300000)",0.82682,34.467603,Bungoma
6159,A8010042,BUNAMBO SEC,PUBLIC,COMMUNITY,MIXED,DAY,27,3,9.0,BUNGOMA,TONGAREN,KIMININI,TABANI,KIMILILI,WESTERN,"(0.82716200000, 34.92898000000)",0.827162,34.92898,Bungoma
6160,N8030008,SENDERA SA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,114,11,10.363636363636363,MT ELGON,KAPSOKWONY,NOMORIO,KOSHOK,MT ELGON,WESTERN,"(0.82895400000, 34.65813500000)",0.828954,34.658135,Bungoma
6161,B8050340,ST BASISL'S ACADEMY SEC,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY AND BOARDING,442,33,13.393939393939394,LUGARI,LIKUYANI,NZOIA,MATUNDA,LUGARI,WESTERN,"(0.83240000000, 35.11477000000)",0.8324,35.11477,Kakamega
6162,E7162087,MAFUTA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,57,6,9.5,UASIN GISHU,SOY,KOISAGAT,LOLKINYEI,ELDORET NORTH,RIFT VALLEY,"(0.83291100000, 35.34062300000)",0.832911,35.340623,Uasin Gishu
6163,U8030063,CHEPKUBE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,66,8,8.25,MT ELGON,CHEPTAIS,CHEPKUBE,CHEPKUBE,MT ELGON,WESTERN,"(0.83297000000, 34.42637900000)",0.83297,34.426379,Bungoma
6164,N8030001,BISHOP OKIRING KAMUNERU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,259,14,18.5,MT ELGON,KAPSOKWONY,KAMUNERU,KAMUNERU,MT ELGON,WESTERN,"(0.83459900000, 34.63530100000)",0.834599,34.635301,Bungoma
6165,B8050318,ST ANNE NZOIA GIRLS SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,290,21,13.80952380952381,LUGARI,LIKUYANI,NZOIA,MUSEMWA,LUGARI,WESTERN,"(0.83551000000, 35.08155000000)",0.83551,35.08155,Kakamega
6166,M8010147,CHESAMIS FRIENDS GIRLS SECONDARY,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY AND BOARDING,202,11,18.363636363636363,BUNGOMA,KIMILILI,KAMUKUYWA,MAKHONGE,KIMILILI,WESTERN,"(0.83619400000, 34.79066300000)",0.836194,34.790663,Bungoma
6167,G7030031,KORKITONY SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,32,5,6.4,KEIYO,KAMARINY,KAPCHEMUTWA,KORKITONY,KEIYO NORTH,RIFT VALLEY,"(0.83776000000, 35.49902000000)",0.83776,35.49902,Keiyo-Marakwet
6170,N8030015,KIMOBO FRIENDS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,109,10,10.9,MT ELGON,KAPSOKWONY,ELGON,KIMOBO,MT ELGON,WESTERN,"(0.83886500000, 34.68810800000)",0.838865,34.688108,Bungoma
6171,T7160025,TACHASIS SEC,PUBLIC,COMMUNITY,GIRLS ONLY,DAY,11,3,3.6666666666666665,UASIN GISHU,MOIBEN,MOIBEN,MOIBEN,ELDORET EAST,RIFT VALLEY,"(0.83886600000, 35.12147700000)",0.838866,35.121477,Uasin Gishu
6172,A8010053,JOI NDALU SEC,PRIVATE,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY AND BOARDING,48,7,6.857142857142857,BUNGOMA,TONGAREN,NDALU,NDALU,KIMILILI,WESTERN,"(0.83901700000, 34.99719000000)",0.839017,34.99719,Bungoma
6173,J7140169,ST. THERESAS SEC SCH SIKHENDU,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,305,15,20.333333333333332,TRANS NZOIA,KIMININI,SIKHENDU,SIKHENDU,SABOTI,RIFT VALLEY,"(0.83947900000, 34.86778600000)",0.839479,34.867786,Trans Nzoia
6174,E7162075,ARISE AND SHINE SEC,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY AND BOARDING,64,7,9.142857142857142,UASIN GISHU,SOY,SIRIKWA,SIRIKWA,ELDORET NORTH,RIFT VALLEY,"(0.83948400000, 35.26187800000)",0.839484,35.261878,Uasin Gishu
6175,E7162000,ZIWA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,116,12,9.666666666666666,UASIN GISHU,SOY,ZIWA,ZIWA,ELDORET NORTH,RIFT VALLEY,"(0.83964800000, 35.21217000000)",0.839648,35.21217,Uasin Gishu
6176,M8010146,CHESAMIS BOYS HIGH SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,BOARDING,838,40,20.95,BUNGOMA,KIMILILI,KAMUKUYWA,MAKHONGE,KIMILILI,WESTERN,"(0.83992100000, 34.79107900000)",0.839921,34.791079,Bungoma
6177,J7140124,ST. MICHAEL KIKWAMETI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,39,6,6.5,TRANS NZOIA,KIMININI,SIKHENDU,SIKHENDU,SABOTI,RIFT VALLEY,"(0.84032000000, 34.81829000000)",0.84032,34.81829,Trans Nzoia
6178,E7162092,WORLD HOPE LEMORU SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,23,3,7.666666666666667,UASIN GISHU,SOY,KOISAGAT,LOLKINYEI,ELDORET NORTH,RIFT VALLEY,"(0.84054500000, 35.32046900000)",0.840545,35.320469,Uasin Gishu
6179,G7010019,ARAP MOI SEC BARTABWA,PUBLIC,,MIXED,DAY AND BOARDING,83,11,7.545454545454546,BARINGO,BARTABWA,KINYACH,BARTABWA,BARINGO NORTH,RIFT VALLEY,"(0.84135000000, 35.80846000000)",0.84135,35.80846,Baringo
6180,N8030108,ST MARKS KIPCHIRIA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,106,6,17.666666666666668,MT ELGON,KAPTAMA,CHEMOGE,CHEMSES,MT ELGON,WESTERN,"(0.84164900000, 34.74624100000)",0.841649,34.746241,Bungoma
6181,U8030070,CHEPKUBE SA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,85,9,9.444444444444445,MT ELGON,CHEPTAIS,CHEPKUBE,CHEPKUBE,MT ELGON,WESTERN,"(0.84172000000, 34.44653000000)",0.84172,34.44653,Bungoma
6182,B8050336,MATUNDA HIGHWAY SEC,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY AND BOARDING,31,6,5.166666666666667,LUGARI,LIKUYANI,SINOKO,MILIMANI,LUGARI,WESTERN,"(0.84410000000, 35.10739000000)",0.8441,35.10739,Kakamega
6183,N8030028,KIBUK GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY,447,24,18.625,MT ELGON,KAPSOKWONY,NOMORIO,KOSHOK,MT ELGON,WESTERN,"(0.84498900000, 34.69912100000)",0.844989,34.699121,Bungoma
6184,B8050272,MBURURU SEC SCH,PUBLIC,COMMUNITY,MIXED,DAY,25,4,6.25,LUGARI,LIKUYANI,NZOIA,MUSEMWA,LUGARI,WESTERN,"(0.84564000000, 35.04413000000)",0.84564,35.04413,Kakamega
6185,N8030029,KAPSOKWONY HIGH SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,DAY,397,20,19.85,MT ELGON,KAPSOKWONY,NOMORIO,BUGAA,MT ELGON,WESTERN,"(0.84761000000, 34.71330100000)",0.84761,34.713301,Bungoma
6186,E7161907,LORETO MATUNDA SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,GIRLS ONLY,BOARDING,345,22,15.681818181818182,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDA,ELDORET NORTH,RIFT VALLEY,"(0.84816200000, 35.13608800000)",0.848162,35.136088,Uasin Gishu
6187,E7161908,LORETO CONVENT SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,345,15,23.0,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDA,ELDORET NORTH,RIFT VALLEY,"(0.84816200000, 35.13608800000)",0.848162,35.136088,Uasin Gishu
6188,E7161964,ST PETER'S KAPKOREN SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,88,9,9.777777777777779,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDA,ELDORET NORTH,RIFT VALLEY,"(0.84880000000, 35.16794700000)",0.8488,35.167947,Uasin Gishu
